4.004800500,0
4.005876500,1
4.028190000,0
4.029560000,1
4.067501000,0
4.068739500,1
4.095435000,0
4.097177000,1
4.135931500,0
4.136793500,1
4.153302000,0
4.154278000,1
4.181697000,0
4.182612000,1
4.200968000,0
4.202042000,1
4.232721000,0
4.233746000,1
4.253411500,0
4.254560000,1
4.286904000,0
4.287904000,1
4.306401000,0
4.307442500,1
4.337474500,0
4.338469000,1
4.358653000,0
4.359879000,1
4.393766000,0
4.394869500,1
4.417785000,0
4.419217000,1
4.458239500,0
4.459494500,1
4.486500500,0
4.488268000,1
4.534719500,0
4.536211500,1
4.572384500,0
4.574394000,1
4.611810000,0
4.612692500,1
4.629783500,0
4.630770000,1
4.654515500,0
4.655163000,1
4.667384000,0
4.668057500,1
4.688112500,0
4.688792000,1
4.701917500,0
4.702651500,1
4.724465500,0
4.725203000,1
4.739547500,0
4.740350000,1
4.761451000,0
4.762057500,1
4.773604500,0
4.774241000,1
4.792790500,0
4.793369500,1
4.804217000,0
4.804817000,1
4.822245500,0
4.822791000,1
4.832956000,0
4.833511000,1
4.849997000,0
4.850531500,1
4.860578500,0
4.861123500,1
4.877487500,0
4.878045500,1
4.888572000,0
4.889146500,1
4.906389500,0
4.906971500,1
4.918033000,0
4.918653500,1
4.936711500,0
4.937312000,1
4.948845500,0
4.949485000,1
4.968302000,0
4.968928500,1
4.980977000,0
4.981652000,1
4.999058500,0
4.999601000,1
5.009608500,0
5.010151500,1
5.025097500,0
5.025561000,1
5.034377000,0
5.034862000,1
5.048352000,0
5.048789000,1
5.056859500,0
5.057297000,1
5.069777500,0
5.070181000,1
5.077741000,0
5.078154000,1
5.090039000,0
5.090416000,1
5.097626000,0
5.098014000,1
5.109704500,0
5.110094500,1
5.117362500,0
5.117753000,1
5.129292500,0
5.129667000,1
5.136693500,0
5.136798000,1
5.136798500,0
5.137068500,1
5.148226500,0
5.148594000,1
5.155408000,0
5.155781000,1
5.166456000,0
5.166804500,1
5.173320500,0
5.173678500,1
5.183992000,0
5.184326500,1
5.190648500,0
5.190989000,1
5.201009000,0
5.201336000,1
5.207477000,0
5.207806500,1
5.217531000,0
5.217848000,1
5.223832000,0
5.224148500,1
5.233573500,0
5.233888500,1
5.239693000,0
5.240005000,1
5.249164000,0
5.249469500,1
