Time[s], Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7
1.113712500000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113719750000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113720250000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113721000000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113721250000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113721750000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113722000000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113722750000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113723000000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113723500000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113723750000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113724500000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113724750000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113725250000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113725750000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113726500000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113726750000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113727250000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113727500000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113728500000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113728750000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113729250000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113729500000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113730000000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113730250000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113730500000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113730750000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113731250000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113731500000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113732000000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113732250000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113732500000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113732750000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113733250000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113733500000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113734500000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113734750000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113735000000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113735250000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113735500000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113735750000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113736000000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113736250000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113736750000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113737000000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113737250000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113737500000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113737750000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113738000000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113738250000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113738500000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113739000000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113739250000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113739500000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113739750000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113740000000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113740250000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113740750000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113741000000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113741250000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113741500000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113741750000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113742000000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113742750000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113743250000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113743500000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113743750000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113744000000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113744250000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113744500000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113744750000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113745250000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113746000000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113746250000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113746500000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113746750000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113747250000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113747500000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113747750000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113748000000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113748250000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113748500000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113748750000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113749250000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113749500000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113749750000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113750750000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113751000000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113756000000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113756250000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113756500000000, 0, 0, 1, 1, 1, 1, 1, 1
1.113756750000000, 1, 0, 1, 1, 1, 1, 1, 1
1.113967250000000, 1, 1, 1, 1, 1, 1, 1, 1
1.116604750000000, 1, 0, 1, 1, 1, 1, 1, 1
1.119201500000000, 1, 1, 1, 1, 1, 1, 1, 1
1.121755750000000, 1, 0, 1, 1, 1, 1, 1, 1
1.124245250000000, 1, 1, 1, 1, 1, 1, 1, 1
1.126654750000000, 1, 0, 1, 1, 1, 1, 1, 1
1.129041500000000, 1, 1, 1, 1, 1, 1, 1, 1
1.131367500000000, 1, 0, 1, 1, 1, 1, 1, 1
1.133664500000000, 1, 1, 1, 1, 1, 1, 1, 1
1.135918750000000, 1, 0, 1, 1, 1, 1, 1, 1
1.138188000000000, 1, 1, 1, 1, 1, 1, 1, 1
1.140398750000000, 1, 0, 1, 1, 1, 1, 1, 1
1.142572250000000, 0, 0, 1, 1, 1, 1, 1, 1
1.142572500000000, 1, 0, 1, 1, 1, 1, 1, 1
1.142573000000000, 0, 0, 1, 1, 1, 1, 1, 1
1.142573250000000, 1, 0, 1, 1, 1, 1, 1, 1
1.142573500000000, 0, 0, 1, 1, 1, 1, 1, 1
1.142574000000000, 1, 0, 1, 1, 1, 1, 1, 1
1.142574250000000, 0, 0, 1, 1, 1, 1, 1, 1
1.142574500000000, 1, 0, 1, 1, 1, 1, 1, 1
1.142574750000000, 0, 0, 1, 1, 1, 1, 1, 1
1.142575000000000, 1, 0, 1, 1, 1, 1, 1, 1
1.142575500000000, 0, 0, 1, 1, 1, 1, 1, 1
1.142575750000000, 1, 0, 1, 1, 1, 1, 1, 1
1.142576250000000, 0, 0, 1, 1, 1, 1, 1, 1
1.142576500000000, 1, 0, 1, 1, 1, 1, 1, 1
1.142576750000000, 0, 0, 1, 1, 1, 1, 1, 1
1.142577000000000, 1, 0, 1, 1, 1, 1, 1, 1
1.142577250000000, 0, 0, 1, 1, 1, 1, 1, 1
