Time[s], Channel 0
0.000000000000000, 1
0.000255000000000, 0
0.000466500000000, 1
0.000581500000000, 0
0.002689000000000, 1
0.002802500000000, 0
0.002916000000000, 1
0.003030000000000, 0
0.003143000000000, 1
0.003257000000000, 0
0.003470000000000, 1
0.003982500000000, 0
0.004095500000000, 1
0.004508500000000, 0
0.004821000000000, 1
0.004935000000000, 0
0.005148000000000, 1
0.005261500000000, 0
0.005773500000000, 1
0.005887500000000, 0
0.006399500000000, 1
0.006513000000000, 0
0.006626000000000, 1
0.006840000000000, 0
0.007053000000000, 1
0.007366500000000, 0
0.007479000000000, 1
0.008091500000000, 0
0.008302000000000, 1
0.008418500000000, 0
0.009727000000000, 1
0.009841000000000, 0
0.009954000000000, 1
0.010068000000000, 0
0.010181500000000, 1
0.010295500000000, 0
0.010408500000000, 1
0.010522500000000, 0
0.010735500000000, 1
0.010949000000000, 0
0.011062000000000, 1
0.011176000000000, 0
0.011389000000000, 1
0.011503000000000, 0
0.011616000000000, 1
0.011730000000000, 0
0.011943000000000, 1
0.012057000000000, 0
0.012569000000000, 1
0.012682500000000, 0
0.013194500000000, 1
0.013308500000000, 0
0.013820000000000, 1
0.013934000000000, 0
0.014446000000000, 1
0.014759000000000, 0
0.015271000000000, 1
0.015485000000000, 0
0.015597500000000, 1
0.016210000000000, 0
0.016420500000000, 1
0.016535500000000, 0
0.027670000000000, 1
0.027788500000000, 0
0.027906500000000, 1
0.028125500000000, 0
0.028443500000000, 1
0.028762500000000, 0
0.028980500000000, 1
0.029199000000000, 0
0.029517000000000, 1
0.030036500000000, 0
0.030555000000000, 1
0.030673000000000, 0
0.031188000000000, 1
0.031306000000000, 0
0.031620500000000, 1
0.031739000000000, 0
0.031852500000000, 1
0.031971500000000, 0
0.032089000000000, 1
0.032208000000000, 0
0.032325500000000, 1
0.032444500000000, 0
0.032562000000000, 1
0.033182000000000, 0
0.033395500000000, 1
0.033510500000000, 0
0.039987500000000, 1
0.040104000000000, 0
