Bus;Dir;ID;Count;Time;Len;D0;D1;D2;D3;D4;D5;D6;D7;Period
CAN 1;Out;0x0C2;13058;570.4790;8;00;00;00;00;80;00;00;CB;0.0809
CAN 1;Out;0x320;13034;570.4790;8;64;00;89;10;00;0B;00;80;0.0809
CAN 1;Out;0x448;24779;570.4793;5;62;00;00;06;90;;;;0.0729
CAN 1;Out;0x280;24570;570.4799;8;01;00;4C;0D;00;00;0C;00;0.0735
CAN 1;Out;0x288;24375;570.4799;8;64;00;13;00;00;4C;74;00;0.0735
CAN 1;Out;0x380;24463;570.4799;8;00;56;00;6C;B0;00;22;00;0.0732
CAN 1;Out;0x588;24264;570.4802;8;00;80;7C;00;00;00;00;00;0.0731
CAN 1;Out;0x488;24180;570.4806;8;E2;00;00;7C;FE;FF;FF;60;0.0734
CAN 1;Out;0x4A0;23979;570.4808;8;00;00;00;00;00;00;00;00;0.0735
CAN 1;Out;0x1A0;22666;570.4813;8;00;48;00;00;FE;FE;00;32;0.0734
CAN 1;Out;0x2A0;22466;570.4814;8;00;00;00;00;00;00;60;60;0.0734
CAN 1;Out;0x0AE;22113;570.4814;8;63;60;00;00;00;00;03;00;0.0734
CAN 1;Out;0x536;2091;570.4817;8;00;00;00;00;00;00;00;00;0.4052
CAN 1;Out;0x535;2089;570.4820;8;00;00;00;00;F6;FF;F6;FF;0.4052
CAN 1;Out;0x534;2087;570.4821;8;00;00;12;00;00;00;00;00;0.4050
CAN 1;In;0x440;25176;570.4827;8;00;60;00;FE;7F;00;90;04;0.0707
CAN 1;Out;0x533;2086;570.4827;8;00;00;00;00;00;00;00;00;0.4052
CAN 1;Out;0x532;2068;570.4829;8;00;00;00;00;00;00;00;00;0.4053
CAN 1;Out;0x531;2001;570.4832;8;49;00;00;00;00;00;00;00;0.4055
CAN 1;Out;0x530;1910;570.4834;8;93;05;9B;03;A7;00;FC;02;0.5061
CAN 1;Out;0x524;10304;570.4841;8;00;00;E6;FF;00;00;80;04;0.0836
CAN 1;Out;0x523;10325;570.4841;8;00;00;00;00;00;00;64;00;0.0830
CAN 1;Out;0x522;10342;570.4842;8;20;04;07;00;00;00;00;00;0.0830
CAN 1;In;0x540;24682;570.4845;8;20;00;FF;00;FF;00;02;46;0.0725
CAN 1;Out;0x521;10339;570.4849;8;F8;03;00;00;87;00;00;00;0.0837
CAN 1;Out;0x520;10334;570.4849;8;53;03;00;00;2A;03;F8;03;0.0835
CAN 1;In;0x548;24280;570.4859;3;61;00;00;;;;;;0.0738
CAN 1;Out;0x448;24780;570.4875;5;62;00;00;07;90;;;;0.0083
CAN 1;Out;0x280;24571;570.4875;8;01;00;4C;0D;00;00;0C;00;0.0077
CAN 1;Out;0x288;24376;570.4876;8;64;00;13;00;00;4C;74;00;0.0077
CAN 1;Out;0x380;24464;570.4879;8;00;56;00;6C;B0;00;22;00;0.0080
CAN 1;Out;0x588;24265;570.4883;8;00;80;7C;00;00;00;00;00;0.0082
CAN 1;Out;0x488;24181;570.4884;8;25;00;00;7C;FE;FF;28;70;0.0078
CAN 1;Out;0x4A0;23980;570.4886;8;00;00;00;00;00;00;00;00;0.0078
CAN 1;Out;0x1A0;22667;570.4892;8;00;48;00;00;FE;FE;00;33;0.0079
CAN 1;Out;0x2A0;22467;570.4893;8;00;00;00;00;00;00;70;70;0.0079
CAN 1;Out;0x0AE;22114;570.4893;8;73;70;00;00;00;00;03;00;0.0079
CAN 1;In;0x440;25177;570.4915;8;00;60;00;FE;7F;00;98;04;0.0088
CAN 1;In;0x540;24683;570.4922;8;30;00;FF;00;FF;00;02;46;0.0078
CAN 1;In;0x548;24281;570.4923;3;61;00;00;;;;;;0.0064
CAN 1;Out;0x38A;14356;570.4974;4;7C;00;7C;00;;;;;0.0204
CAN 1;Out;0x480;14173;570.4974;8;72;00;00;80;42;00;02;B2;0.0204
CAN 1;Out;0x3A0;14067;570.4975;8;B6;0C;52;96;CD;16;A8;0F;0.0195
CAN 1;Out;0x5A0;13752;570.4979;8;7F;00;00;C0;00;10;08;AB;0.0198
CAN 1;Out;0x4A8;13695;570.4979;8;4C;00;90;01;00;00;B0;6D;0.0198
CAN 1;Out;0x1AC;13703;570.4981;8;B6;8C;00;00;69;41;00;12;0.0196
CAN 1;Out;0x050;13171;570.4988;4;00;F0;C0;30;;;;;0.0203
CAN 1;Out;0x0C2;13059;570.4989;8;00;00;00;00;80;10;00;BB;0.0199
CAN 1;Out;0x320;13035;570.4989;8;64;00;89;10;00;0C;00;80;0.0199
CAN 1;Out;0x448;24781;570.4992;5;62;00;00;08;90;;;;0.0117
CAN 1;Out;0x5A0;13753;570.5181;8;7F;00;00;D0;00;10;08;AB;0.0202
CAN 1;Out;0x4A8;13696;570.5182;8;43;00;90;01;00;00;C0;12;0.0202
CAN 1;Out;0x1AC;13704;570.5182;8;B7;8D;00;00;69;41;00;12;0.0201
CAN 1;Out;0x050;13172;570.5185;4;00;F0;D0;20;;;;;0.0197
CAN 1;Out;0x0C2;13060;570.5189;8;00;00;00;00;80;20;00;AB;0.0201
CAN 1;Out;0x320;13036;570.5190;8;64;00;89;10;00;0D;00;80;0.0201
CAN 1;Out;0x448;24782;570.5191;5;62;00;F7;1A;90;;;;0.0199
CAN 1;Out;0x280;24572;570.5193;8;01;00;4C;0D;00;00;0C;00;0.0317
CAN 1;Out;0x288;24377;570.5199;8;8B;00;13;00;00;4C;74;00;0.0324
CAN 1;Out;0x380;24465;570.5199;8;00;56;00;6C;B0;00;22;00;0.0320
CAN 1;Out;0x588;24266;570.5200;8;00;80;7C;00;00;00;00;00;0.0316
CAN 1;Out;0x488;24182;570.5203;8;22;00;00;7C;FE;FF;FF;A0;0.0319
CAN 1;Out;0x4A0;23981;570.5207;8;00;00;00;00;00;00;00;00;0.0321
CAN 1;Out;0x1A0;22668;570.5207;8;00;48;00;00;FE;FE;00;36;0.0315
CAN 1;Out;0x2A0;22468;570.5209;8;00;00;00;00;00;00;A0;A0;0.0317
CAN 1;Out;0x0AE;22115;570.5215;8;A3;A0;00;00;00;00;03;00;0.0322
CAN 1;Out;0x524;10305;570.5215;8;00;00;E6;FF;00;00;80;04;0.0374
CAN 1;In;0x440;25178;570.5217;8;00;60;00;FE;7F;00;B0;04;0.0302
CAN 1;Out;0x523;10326;570.5221;8;00;00;00;00;00;00;64;00;0.0379
CAN 1;Out;0x522;10343;570.5221;8;1B;04;07;00;00;00;00;00;0.0380
CAN 1;Out;0x521;10340;570.5230;8;05;04;00;00;87;00;00;00;0.0380
CAN 1;Out;0x520;10335;570.5230;8;53;03;00;00;24;03;05;04;0.0380
CAN 1;In;0x540;24684;570.5233;8;60;00;FF;00;FF;00;02;0F;0.0311
CAN 1;In;0x548;24282;570.5238;3;65;FF;08;;;;;;0.0316
CAN 1;Out;0x448;24783;570.5275;5;62;00;F7;1B;90;;;;0.0085
CAN 1;Out;0x280;24573;570.5276;8;01;00;4C;0D;00;00;0C;00;0.0083
CAN 1;Out;0x288;24378;570.5276;8;8B;00;13;00;00;4C;74;00;0.0077
CAN 1;Out;0x380;24466;570.5278;8;00;56;00;6C;B0;00;22;00;0.0078
CAN 1;Out;0x588;24267;570.5284;8;00;80;7C;00;00;00;00;00;0.0085
CAN 1;Out;0x488;24183;570.5284;8;E5;00;00;7C;FE;FF;28;B0;0.0082
CAN 1;Out;0x4A0;23982;570.5286;8;00;00;00;00;00;00;00;00;0.0079
CAN 1;Out;0x1A0;22669;570.5290;8;00;48;00;00;FE;FE;00;37;0.0083
CAN 1;Out;0x2A0;22469;570.5291;8;00;00;00;00;00;00;B0;B0;0.0081
CAN 1;Out;0x0AE;22116;570.5293;8;B3;B0;00;00;00;00;03;00;0.0078
CAN 1;In;0x440;25179;570.5315;8;00;60;00;FE;7F;00;B8;04;0.0098
CAN 1;In;0x540;24685;570.5319;8;70;00;FF;00;FF;00;02;0F;0.0086
CAN 1;In;0x548;24283;570.5319;3;61;00;00;;;;;;0.0081
CAN 1;Out;0x38A;14357;570.5379;4;9C;00;9C;00;;;;;0.0405
CAN 1;Out;0x480;14174;570.5380;8;72;00;00;80;42;00;02;B2;0.0405
CAN 1;Out;0x3A0;14068;570.5380;8;B6;0E;52;96;CD;16;A8;0F;0.0405
CAN 1;Out;0x5A0;13754;570.5384;8;7F;00;00;E0;00;10;08;AB;0.0203
CAN 1;Out;0x4A8;13697;570.5385;8;5B;00;90;01;00;00;D0;1A;0.0203
CAN 1;Out;0x1AC;13705;570.5387;8;B4;8E;00;00;69;41;00;12;0.0205
CAN 1;Out;0x050;13173;570.5393;4;00;F0;E0;10;;;;;0.0208
CAN 1;Out;0x0C2;13061;570.5394;8;00;00;00;00;80;30;00;9B;0.0204
CAN 1;Out;0x320;13037;570.5394;8;64;00;89;10;00;0E;00;80;0.0204
CAN 1;Out;0x448;24784;570.5397;5;62;00;00;0C;90;;;;0.0121
CAN 1;Out;0x280;24574;570.5401;8;01;00;4C;0D;00;00;0C;00;0.0125
CAN 1;Out;0x288;24379;570.5401;8;FE;00;13;00;00;4C;74;00;0.0125
CAN 1;Out;0x380;24467;570.5403;8;00;56;00;6C;B0;00;22;00;0.0125
CAN 1;Out;0x588;24268;570.5409;8;00;80;7C;00;00;00;00;00;0.0124
CAN 1;Out;0x488;24184;570.5409;8;42;00;00;7C;FE;FF;FF;C0;0.0124
CAN 1;Out;0x4A0;23983;570.5411;8;00;00;00;00;00;00;00;00;0.0125
CAN 1;Out;0x1A0;22670;570.5412;8;00;48;00;00;FE;FE;00;38;0.0121
CAN 1;In;0x440;25180;570.5416;8;00;60;00;FE;7F;00;C0;04;0.0101
CAN 1;Out;0x2A0;22470;570.5417;8;00;00;00;00;00;00;C0;C0;0.0126
CAN 1;Out;0x0AE;22117;570.5422;8;C3;C0;00;00;00;00;03;00;0.0129
CAN 1;Out;0x524;10306;570.5422;8;00;00;E6;FF;00;00;80;04;0.0208
CAN 1;In;0x540;24686;570.5424;8;80;00;FF;00;FF;00;02;46;0.0106
CAN 1;Out;0x321;2883;570.5779;1;AC;;;;;;;;0.1011
CAN 1;Out;0x420;1471;570.5780;8;24;84;85;00;00;12;FF;00;0.6073
CAN 1;Out;0x390;2827;570.5781;8;01;00;50;00;00;00;00;00;0.1011
CAN 1;Out;0x38A;14358;570.5781;4;0C;00;0C;00;;;;;0.0402
CAN 1;Out;0x480;14175;570.5783;8;84;00;00;80;42;00;02;44;0.0403
CAN 1;Out;0x3A0;14069;570.5790;8;B6;00;52;96;CD;16;A8;0F;0.0410
CAN 1;Out;0x5A0;13755;570.5791;8;7F;00;00;00;00;10;08;AB;0.0406
CAN 1;Out;0x4A8;13698;570.5791;8;5F;00;90;01;00;00;F0;3E;0.0406
CAN 1;Out;0x1AC;13706;570.5794;8;BA;80;00;00;69;41;00;12;0.0407
CAN 1;Out;0x050;13174;570.5798;4;00;F0;00;F0;;;;;0.0405
CAN 1;Out;0x0C2;13062;570.5798;8;00;00;00;00;80;50;00;7B;0.0405
CAN 1;Out;0x320;13038;570.5801;8;64;00;89;10;00;00;00;80;0.0407
CAN 1;Out;0x448;24785;570.5807;5;62;00;00;00;90;;;;0.0410
CAN 1;Out;0x280;24575;570.5807;8;01;00;BC;0D;00;00;0C;00;0.0406
CAN 1;Out;0x288;24380;570.5807;8;2C;00;13;00;00;4C;74;00;0.0406
CAN 1;Out;0x380;24468;570.5810;8;00;56;00;6C;B0;00;23;00;0.0408
CAN 1;Out;0x588;24269;570.5814;8;00;80;7C;00;00;00;00;00;0.0406
CAN 1;Out;0x488;24185;570.5814;8;82;00;00;7C;FE;FF;FF;00;0.0406
CAN 1;In;0x440;25181;570.5821;8;00;60;00;FE;7F;00;E0;04;0.0405
CAN 1;Out;0x4A0;23984;570.5821;8;00;00;00;00;00;00;00;00;0.0410
CAN 1;Out;0x1A0;22671;570.5821;8;00;48;00;00;FE;FE;00;3C;0.0410
CAN 1;In;0x540;24687;570.5826;8;C0;00;FF;00;FF;00;02;0F;0.0402
CAN 1;Out;0x2A0;22471;570.5827;8;00;00;00;00;00;00;00;00;0.0410
CAN 1;Out;0x0AE;22118;570.5829;8;03;00;00;00;00;00;03;00;0.0406
CAN 1;Out;0x536;2092;570.5834;8;00;00;00;00;00;00;00;00;0.1018
CAN 1;Out;0x535;2090;570.5835;8;00;00;00;00;F6;FF;F6;FF;0.1014
CAN 1;In;0x548;24284;570.5837;3;61;00;00;;;;;;0.0518
CAN 1;Out;0x534;2088;570.5838;8;00;00;12;00;00;00;00;00;0.1017
CAN 1;Out;0x533;2087;570.5841;8;00;00;00;00;00;00;00;00;0.1014
CAN 1;Out;0x532;2069;570.5843;8;00;00;00;00;00;00;00;00;0.1015
CAN 1;Out;0x531;2002;570.5849;8;49;00;00;00;00;00;00;00;0.1017
CAN 1;Out;0x530;1911;570.5849;8;94;05;9B;03;A7;00;FC;02;0.1016
CAN 1;Out;0x524;10307;570.5851;8;00;00;E6;FF;00;00;80;04;0.0429
CAN 1;Out;0x523;10327;570.5855;8;00;00;00;00;00;00;64;00;0.0634
CAN 1;Out;0x522;10344;570.5855;8;1D;04;07;00;00;00;00;00;0.0634
CAN 1;Out;0x521;10341;570.5857;8;FB;03;00;00;84;00;00;00;0.0628
CAN 1;Out;0x520;10336;570.5864;8;6F;03;00;00;26;03;FE;03;0.0634
CAN 1;Out;0x448;24786;570.5884;5;62;00;00;01;90;;;;0.0077
CAN 1;Out;0x280;24576;570.5884;8;01;00;BC;0D;00;00;0C;00;0.0077
CAN 1;Out;0x288;24381;570.5884;8;2C;00;13;00;00;4C;74;00;0.0077
CAN 1;Out;0x380;24469;570.5892;8;00;56;00;6C;B0;00;23;00;0.0082
CAN 1;Out;0x588;24270;570.5893;8;00;80;7C;00;00;00;00;00;0.0079
CAN 1;Out;0x488;24186;570.5893;8;45;00;00;7C;FE;FF;28;10;0.0079
CAN 1;Out;0x4A0;23985;570.5896;8;00;00;00;00;00;00;00;00;0.0075
CAN 1;Out;0x1A0;22672;570.5900;8;00;48;00;00;FE;FE;00;3D;0.0079
CAN 1;Out;0x2A0;22472;570.5901;8;00;00;00;00;00;00;10;10;0.0074
CAN 1;Out;0x0AE;22119;570.5903;8;13;10;00;00;00;00;03;00;0.0074
CAN 1;In;0x440;25182;570.5915;8;00;60;00;FE;7F;00;E8;04;0.0095
CAN 1;In;0x540;24688;570.5917;8;D0;00;FF;00;FF;00;02;0F;0.0091
CAN 1;In;0x548;24285;570.5922;3;65;AF;00;;;;;;0.0085
CAN 1;Out;0x38A;14359;570.5987;4;1C;00;1C;00;;;;;0.0206
CAN 1;Out;0x480;14176;570.5988;8;84;00;00;80;42;00;02;44;0.0205
CAN 1;Out;0x3A0;14070;570.5988;8;B6;01;52;96;CD;16;A8;0F;0.0198
CAN 1;Out;0x5A0;13756;570.5992;8;7F;00;00;10;00;10;08;AB;0.0201
CAN 1;Out;0x4A8;13699;570.5992;8;3D;00;90;01;00;00;00;AC;0.0201
CAN 1;Out;0x1AC;13707;570.5994;8;BB;81;00;00;69;41;00;12;0.0200
CAN 1;Out;0x050;13175;570.6001;4;00;F0;10;E0;;;;;0.0203
CAN 1;Out;0x0C2;13063;570.6001;8;00;00;00;00;80;60;00;6B;0.0203
CAN 1;Out;0x320;13039;570.6002;8;64;00;89;10;00;01;00;80;0.0201
CAN 1;Out;0x38A;14360;570.6593;4;4C;00;4C;00;;;;;0.0606
CAN 1;Out;0x480;14177;570.6593;8;C1;00;00;80;42;00;02;01;0.0606
CAN 1;Out;0x3A0;14071;570.6594;8;B6;04;52;96;CD;16;A8;0F;0.0606
CAN 1;Out;0x5A0;13757;570.6598;8;7F;00;00;40;00;10;08;AB;0.0606
CAN 1;Out;0x4A8;13700;570.6598;8;37;00;90;01;00;00;30;96;0.0606
CAN 1;Out;0x1AC;13708;570.6600;8;BE;84;00;00;69;41;00;12;0.0606
CAN 1;Out;0x050;13176;570.6607;4;00;F0;40;B0;;;;;0.0606
CAN 1;Out;0x0C2;13064;570.6607;8;00;00;00;00;80;90;00;3B;0.0606
CAN 1;Out;0x320;13040;570.6607;8;64;00;89;10;00;04;00;80;0.0606
CAN 1;Out;0x448;24787;570.6610;5;62;00;50;18;90;;;;0.0726
CAN 1;Out;0x280;24577;570.6614;8;01;00;0C;0E;00;00;0C;00;0.0730
CAN 1;Out;0x288;24382;570.6614;8;8B;00;13;00;00;4C;74;00;0.0730
CAN 1;In;0x440;25183;570.6616;8;00;60;00;FE;7F;00;A0;04;0.0701
CAN 1;Out;0x380;24470;570.6621;8;00;56;00;6C;B0;00;23;00;0.0728
CAN 1;Out;0x588;24271;570.6621;8;00;80;7C;00;00;00;00;00;0.0728
CAN 1;Out;0x488;24187;570.6626;8;02;00;00;7C;FE;FF;FF;80;0.0733
CAN 1;Out;0x4A0;23986;570.6626;8;00;00;00;00;00;00;00;00;0.0730
CAN 1;In;0x540;24689;570.6628;8;40;00;FF;00;FF;00;02;0F;0.0711
CAN 1;In;0x548;24286;570.6634;3;61;00;00;;;;;;0.0712
CAN 1;Out;0x1A0;22673;570.6635;8;00;48;00;00;FE;FE;00;34;0.0735
CAN 1;Out;0x2A0;22473;570.6635;8;00;00;00;00;00;00;80;80;0.0735
CAN 1;Out;0x0AE;22120;570.6638;8;83;80;00;00;00;00;03;00;0.0735
CAN 1;Out;0x524;10308;570.6642;8;00;00;E6;FF;00;00;80;04;0.0791
CAN 1;Out;0x523;10328;570.6642;8;00;00;00;00;00;00;64;00;0.0787
CAN 1;Out;0x522;10345;570.6644;8;1B;04;07;00;00;00;00;00;0.0789
CAN 1;Out;0x521;10342;570.6650;8;F3;03;00;00;82;00;00;00;0.0793
CAN 1;Out;0x520;10337;570.6650;8;83;03;00;00;1A;03;F3;03;0.0786
CAN 1;Out;0x448;24788;570.6695;5;62;00;00;09;90;;;;0.0084
CAN 1;Out;0x280;24578;570.6695;8;01;00;0C;0E;00;00;0C;00;0.0081
CAN 1;Out;0x288;24383;570.6695;8;8B;00;13;00;00;4C;74;00;0.0081
CAN 1;Out;0x380;24471;570.6699;8;00;56;00;6C;B0;00;23;00;0.0078
CAN 1;Out;0x588;24272;570.6699;8;00;80;7C;00;00;00;00;00;0.0078
CAN 1;Out;0x488;24188;570.6707;8;C5;00;00;7C;FE;FF;28;90;0.0081
CAN 1;Out;0x4A0;23987;570.6707;8;00;00;00;00;00;00;00;00;0.0081
CAN 1;Out;0x1A0;22674;570.6707;8;00;48;00;00;FE;FE;00;35;0.0073
CAN 1;Out;0x2A0;22474;570.6710;8;00;00;00;00;00;00;90;90;0.0075
CAN 1;Out;0x0AE;22121;570.6714;8;93;90;00;00;00;00;03;00;0.0076
CAN 1;In;0x440;25184;570.6721;8;00;60;00;FE;7F;00;A8;04;0.0104
CAN 1;In;0x540;24690;570.6726;8;50;00;FF;00;FF;00;02;0F;0.0097
CAN 1;In;0x548;24287;570.6726;3;61;00;00;;;;;;0.0092
CAN 1;Out;0x321;2884;570.6791;1;AC;;;;;;;;0.1013
CAN 1;Out;0x390;2828;570.6800;8;01;00;50;00;00;00;00;00;0.1019
CAN 1;Out;0x38A;14361;570.6800;4;5C;00;5C;00;;;;;0.0207
CAN 1;Out;0x480;14178;570.6800;8;C1;00;00;80;42;00;02;01;0.0207
CAN 1;Out;0x3A0;14072;570.6804;8;B6;05;52;96;CD;16;A8;0F;0.0210
CAN 1;Out;0x5A0;13758;570.6804;8;7F;00;00;50;00;10;08;AB;0.0206
CAN 1;Out;0x4A8;13701;570.6808;8;32;00;90;01;00;00;40;E3;0.0210
CAN 1;Out;0x1AC;13709;570.6809;8;BF;85;00;00;69;41;00;12;0.0208
CAN 1;Out;0x050;13177;570.6815;4;00;F0;50;A0;;;;;0.0208
CAN 1;Out;0x0C2;13065;570.6815;8;00;00;00;00;80;A0;00;2B;0.0208
CAN 1;In;0x440;25185;570.6817;8;00;60;00;FE;7F;00;B0;04;0.0096
CAN 1;Out;0x320;13041;570.6821;8;64;00;89;10;00;05;00;80;0.0213
CAN 1;Out;0x448;24789;570.6821;5;62;00;00;0A;90;;;;0.0126
CAN 1;In;0x540;24691;570.6824;8;60;00;FF;00;FF;00;02;0F;0.0098
CAN 1;In;0x548;24288;570.6830;3;65;FF;09;;;;;;0.0103
CAN 1;Out;0x280;24579;570.6830;8;01;00;F0;0D;00;00;0C;00;0.0135
CAN 1;Out;0x288;24384;570.6830;8;8B;00;13;00;00;4C;74;00;0.0135
CAN 1;Out;0x380;24472;570.6833;8;00;56;00;6C;B0;00;23;00;0.0134
CAN 1;Out;0x588;24273;570.6833;8;00;80;7C;00;00;00;00;00;0.0134
CAN 1;In;0x440;25186;570.7119;8;00;60;00;FE;7F;00;C8;04;0.0302
CAN 1;Out;0x2A0;22475;570.7119;8;00;00;00;00;00;00;D0;D0;0.0409
CAN 1;Out;0x0AE;22122;570.7120;8;D3;D0;00;00;00;00;03;00;0.0406
CAN 1;In;0x540;24692;570.7122;8;90;00;FF;00;FF;00;02;46;0.0298
CAN 1;In;0x548;24289;570.7126;3;61;00;00;;;;;;0.0297
CAN 1;Out;0x38A;14362;570.7201;4;7C;00;7C;00;;;;;0.0401
CAN 1;Out;0x480;14179;570.7201;8;C1;00;00;80;42;00;02;01;0.0401
CAN 1;Out;0x3A0;14073;570.7202;8;B6;07;52;96;CD;16;A8;0F;0.0398
CAN 1;Out;0x5A0;13759;570.7206;8;7F;00;00;70;00;10;08;AB;0.0402
CAN 1;Out;0x4A8;13702;570.7206;8;3B;00;90;01;00;00;60;CA;0.0398
CAN 1;Out;0x1AC;13710;570.7208;8;BD;87;00;00;69;41;00;12;0.0399
CAN 1;In;0x440;25187;570.7216;8;00;60;00;FE;7F;00;D0;04;0.0097
CAN 1;Out;0x050;13178;570.7217;4;00;F0;70;80;;;;;0.0402
CAN 1;Out;0x0C2;13066;570.7217;8;00;00;00;00;80;C0;00;0B;0.0402
CAN 1;Out;0x320;13042;570.7218;8;64;00;89;10;00;07;00;80;0.0397
CAN 1;Out;0x448;24790;570.7221;5;62;00;00;0E;90;;;;0.0400
CAN 1;Out;0x280;24580;570.7225;8;01;00;F0;0D;00;00;0C;00;0.0395
CAN 1;Out;0x288;24385;570.7225;8;FE;00;13;00;00;4C;74;00;0.0395
CAN 1;Out;0x380;24473;570.7227;8;00;56;00;6C;B0;00;23;00;0.0394
CAN 1;Out;0x588;24274;570.7234;8;00;80;7C;00;00;00;00;00;0.0401
CAN 1;Out;0x488;24189;570.7234;8;62;00;00;7C;FE;FF;FF;E0;0.0527
CAN 1;Out;0x4A0;23988;570.7234;8;00;00;00;00;00;00;00;00;0.0527
CAN 1;In;0x540;24693;570.7237;8;A0;00;FF;00;FF;00;02;46;0.0115
CAN 1;In;0x548;24290;570.7242;3;61;00;00;;;;;;0.0116
CAN 1;Out;0x1A0;22675;570.7242;8;00;48;00;00;FE;FE;00;3A;0.0535
CAN 1;Out;0x2A0;22476;570.7243;8;00;00;00;00;00;00;E0;E0;0.0123
CAN 1;Out;0x0AE;22123;570.7246;8;E3;E0;00;00;00;00;03;00;0.0126
CAN 1;Out;0x524;10309;570.7248;8;00;00;EA;FF;00;00;80;04;0.0606
CAN 1;Out;0x523;10329;570.7255;8;00;00;00;00;00;00;64;00;0.0612
CAN 1;Out;0x522;10346;570.7255;8;2A;04;07;00;00;00;00;00;0.0611
CAN 1;Out;0x521;10343;570.7255;8;F0;03;00;00;83;00;00;00;0.0605
CAN 1;Out;0x520;10338;570.7258;8;7C;03;00;00;17;03;F0;03;0.0608
CAN 1;Out;0x448;24791;570.7301;5;62;00;00;0F;90;;;;0.0080
CAN 1;Out;0x280;24581;570.7301;8;01;00;F0;0D;00;00;0C;00;0.0076
CAN 1;Out;0x288;24386;570.7301;8;FE;00;13;00;00;4C;74;00;0.0076
CAN 1;Out;0x380;24474;570.7306;8;00;56;00;6C;B0;00;23;00;0.0079
CAN 1;Out;0x588;24275;570.7306;8;00;80;7C;00;00;00;00;00;0.0072
CAN 1;Out;0x488;24190;570.7311;8;A5;00;00;7C;FE;FF;28;F0;0.0077
CAN 1;Out;0x4A0;23989;570.7311;8;00;00;00;00;00;00;00;00;0.0077
CAN 1;In;0x440;25188;570.7313;8;00;60;00;FE;7F;00;D8;04;0.0097
CAN 1;Out;0x1A0;22676;570.7319;8;00;48;00;00;FE;FE;00;3B;0.0077
CAN 1;Out;0x2A0;22477;570.7320;8;00;00;00;00;00;00;F0;F0;0.0077
CAN 1;In;0x540;24694;570.7322;8;B0;00;FF;00;FF;00;02;46;0.0085
CAN 1;Out;0x0AE;22124;570.7323;8;F3;F0;00;00;00;00;03;00;0.0077
CAN 1;In;0x548;24291;570.7334;3;65;B1;00;;;;;;0.0092
CAN 1;Out;0x38A;14363;570.7403;4;8C;00;8C;00;;;;;0.0202
CAN 1;Out;0x480;14180;570.7403;8;3E;00;00;80;42;00;02;FE;0.0202
CAN 1;Out;0x3A0;14074;570.7404;8;B6;08;52;96;CD;16;A8;0F;0.0202
CAN 1;Out;0x5A0;13760;570.7406;8;7F;00;00;80;00;10;08;AB;0.0200
CAN 1;Out;0x4A8;13703;570.7411;8;2C;00;90;01;00;00;70;CD;0.0205
CAN 1;Out;0x1AC;13711;570.7411;8;B2;88;00;00;69;41;00;12;0.0203
CAN 1;In;0x440;25189;570.7413;8;00;60;00;FE;7F;00;E0;04;0.0100
CAN 1;Out;0x050;13179;570.7417;4;00;F0;80;70;;;;;0.0200
CAN 1;Out;0x0C2;13067;570.7417;8;00;00;00;00;80;D0;00;FB;0.0200
CAN 1;In;0x540;24695;570.7425;8;C0;00;FF;00;FF;00;02;0F;0.0102
CAN 1;Out;0x320;13043;570.7425;8;64;00;89;10;00;08;00;80;0.0207
CAN 1;Out;0x448;24792;570.7425;5;62;00;B1;10;90;;;;0.0125
CAN 1;Out;0x280;24582;570.7428;8;01;00;F0;0D;00;00;0C;00;0.0127
CAN 1;Out;0x288;24387;570.7432;8;2C;00;13;00;00;4C;74;00;0.0131
CAN 1;Out;0x38A;14364;570.7606;4;9C;00;9C;00;;;;;0.0202
CAN 1;Out;0x480;14181;570.7606;8;3E;00;00;80;42;00;02;FE;0.0202
CAN 1;Out;0x3A0;14075;570.7606;8;B6;09;52;96;CD;16;A8;0F;0.0202
CAN 1;Out;0x5A0;13761;570.7608;8;7F;00;00;90;00;10;08;AB;0.0202
CAN 1;In;0x440;25190;570.7613;8;00;60;00;FE;7F;00;F0;04;0.0200
CAN 1;Out;0x4A8;13704;570.7613;8;54;00;90;01;00;00;80;45;0.0202
CAN 1;Out;0x1AC;13712;570.7615;8;B3;89;00;00;69;41;00;12;0.0204
CAN 1;Out;0x050;13180;570.7619;4;00;F0;90;60;;;;;0.0202
CAN 1;Out;0x0C2;13068;570.7621;8;00;00;00;00;80;E0;00;EB;0.0203
CAN 1;In;0x540;24696;570.7627;8;E0;00;FF;00;FF;00;02;0F;0.0202
CAN 1;Out;0x320;13044;570.7627;8;64;00;89;10;00;09;00;80;0.0202
CAN 1;Out;0x448;24793;570.7628;5;62;00;00;02;90;;;;0.0202
CAN 1;Out;0x280;24583;570.7630;8;01;00;A8;0D;00;00;0C;00;0.0202
CAN 1;Out;0x288;24388;570.7634;8;2C;00;13;00;00;4C;74;00;0.0202
CAN 1;Out;0x380;24475;570.7634;8;00;56;00;6C;B0;00;22;00;0.0329
CAN 1;Out;0x588;24276;570.7635;8;00;80;7C;00;00;00;00;00;0.0329
CAN 1;In;0x548;24292;570.7643;3;61;00;00;;;;;;0.0309
CAN 1;Out;0x488;24191;570.7643;8;A2;00;00;7C;FE;FF;FF;20;0.0332
CAN 1;Out;0x4A0;23990;570.7643;8;00;00;00;00;00;00;00;00;0.0332
CAN 1;Out;0x1A0;22677;570.7645;8;00;48;00;00;FE;FE;00;3E;0.0326
