Time [s],crank,cam,Channel 2
1.702094000,1,1,1
1.712696500,0,1,1
1.719644500,1,1,1
1.731807500,0,1,1
1.739593500,1,1,1
1.751792500,1,1,0
1.760448500,0,1,0
1.765901000,0,0,0
1.771864500,1,0,0
1.777117000,1,0,1
1.795896000,0,0,1
1.802571000,0,1,1
1.806909500,1,1,1
1.829008500,0,1,1
1.833433000,1,1,1
1.836754000,0,1,1
1.843183500,1,1,1
1.850462500,0,1,1
1.857278500,1,1,1
1.870441500,0,1,1
1.878071500,1,1,1
1.893908500,0,1,1
1.903513000,1,1,1
1.920044500,1,1,0
1.928026500,0,1,0
1.933386000,0,0,0
1.939242000,1,0,0
1.945323500,1,0,1
1.964964000,0,0,1
1.971894500,0,1,1
1.976336000,1,1,1
1.998580000,0,1,1
2.006917500,1,1,1
2.019129500,0,1,1
2.026252500,1,1,1
2.037561500,0,1,1
2.044701000,1,1,1
2.057138000,0,1,1
2.064685000,1,1,1
2.074036500,1,1,0
2.078638000,0,1,0
2.082409500,0,0,0
2.086555500,1,0,0
2.089784500,1,0,1
2.102060000,0,0,1
2.106059000,0,1,1
2.110445000,1,1,1
2.127159500,1,0,1
2.128037000,0,0,1
2.133251500,1,0,1
2.137603000,0,0,1
2.141064500,0,1,1
2.145869000,1,1,1
2.158463000,0,1,1
2.168115000,1,1,1
2.189802000,0,1,1
2.199630000,1,1,1
2.221213000,0,1,1
2.231258500,1,1,1
2.247326000,1,1,0
2.254170500,0,1,0
2.260027500,0,0,0
2.264886500,1,0,0
2.271517000,1,0,1
2.290800500,0,0,1
2.297101500,0,1,1
2.302160500,1,1,1
2.324309000,0,1,1
2.332602500,1,1,1
2.344221500,0,1,1
2.351199500,1,1,1
2.361827000,0,1,1
2.368768000,1,1,1
2.381023000,0,1,1
2.388858000,1,1,1
2.401242000,1,1,0
2.410039500,0,1,0
2.415299500,0,0,0
2.421584000,1,0,0
2.426543000,1,0,1
2.445464000,0,0,1
2.452144000,0,1,1
2.456456500,1,1,1
2.478507000,0,1,1
2.482925500,1,1,1
2.486246000,0,1,1
2.492692000,1,1,1
2.499958000,0,1,1
2.506773500,1,1,1
2.519886500,0,1,1
2.527490000,1,1,1
2.543187500,0,1,1
2.552703500,1,1,1
2.569244500,1,1,0
2.577244000,0,1,0
2.582659000,0,0,0
2.588436000,1,0,0
2.594582000,1,0,1
2.614283500,0,0,1
2.621217500,0,1,1
2.625657500,1,1,1
2.647766000,0,1,1
2.656105000,1,1,1
2.668222500,0,1,1
2.675349500,1,1,1
2.686603500,0,1,1
2.693735500,1,1,1
2.706129500,0,1,1
2.713648000,1,1,1
2.722943500,1,1,0
2.727579000,0,1,0
2.731321500,0,0,0
2.735502000,1,0,0
2.738662500,1,0,1
2.751003500,0,0,1
2.754988500,0,1,1
2.759394500,1,1,1
2.776150500,1,0,1
2.777043500,0,0,1
2.782289500,1,0,1
2.786671500,0,0,1
2.790131000,0,1,1
2.794982000,1,1,1
2.807705500,0,1,1
2.817277000,1,1,1
2.838999500,0,1,1
2.848825500,1,1,1
2.870472500,0,1,1
2.880567000,1,1,1
2.896524500,1,1,0
2.903433500,0,1,0
2.909168000,0,0,0
2.914049500,1,0,0
2.920432500,1,0,1
2.939390000,0,0,1
2.945478000,0,1,1
2.950514500,1,1,1
2.973076000,0,1,1
2.981820000,1,1,1
2.996072500,0,1,1
3.003811500,1,1,1
3.018111500,0,1,1
3.026305500,1,1,1
3.045195500,0,1,1
3.056086500,1,1,1
3.072850000,1,1,0
3.080089000,0,1,0
3.086445000,0,0,0
3.090614500,1,0,0
3.097605000,1,0,1
3.117554000,0,0,1
3.124355000,0,1,1
3.128924000,1,1,1
3.151998500,0,1,1
3.156635000,1,1,1
3.160090500,0,1,1
3.166713500,1,1,1
3.174358500,0,1,1
3.181368000,1,1,1
3.195205500,0,1,1
3.203051500,1,1,1
3.219873500,0,1,1
3.229946000,1,1,1
3.246774500,1,1,0
3.254931000,0,1,0
3.260468000,0,0,0
3.266134500,1,0,0
3.272313000,1,0,1
3.293030000,0,0,1
3.299668000,0,1,1
3.304760500,1,1,1
3.328014500,0,1,1
3.336587500,1,1,1
3.349148000,0,1,1
3.356384500,1,1,1
3.368082000,0,1,1
3.375325000,1,1,1
3.388270000,0,1,1
3.395986500,1,1,1
3.405781500,1,1,0
3.410591500,0,1,0
3.414565000,0,0,0
3.418736500,1,0,0
3.422250500,1,0,1
3.435134500,0,0,1
3.439365500,0,1,1
3.443806500,1,1,1
3.461640500,1,0,1
3.462513000,0,0,1
3.468038500,1,0,1
3.472634000,0,0,1
3.476321000,0,1,1
3.481244500,1,1,1
3.494391500,0,1,1
3.503864500,1,1,1
3.525320000,0,1,1
3.535177000,1,1,1
3.556877000,0,1,1
3.567013000,1,1,1
3.583185500,1,1,0
3.589981500,0,1,0
3.595806500,0,0,0
3.600642000,1,0,0
3.607300500,1,0,1
3.626329500,0,0,1
3.632606500,0,1,1
3.637594500,1,1,1
3.660171000,0,1,1
3.668806500,1,1,1
3.682369500,0,1,1
3.689914000,1,1,1
3.703120500,0,1,1
3.710953000,1,1,1
3.727596000,0,1,1
3.737483500,1,1,1
3.754376500,1,1,0
3.762280000,0,1,0
3.767996500,0,0,0
3.773300500,1,0,0
3.779365000,1,0,1
3.799519000,0,0,1
3.806177500,0,1,1
3.810853000,1,1,1
3.833912500,0,1,1
3.838591500,1,1,1
3.842026500,0,1,1
3.848627500,1,1,1
3.856260000,0,1,1
3.863255500,1,1,1
3.877005000,0,1,1
3.884824000,1,1,1
3.901491500,0,1,1
3.911494500,1,1,1
3.928286000,1,1,0
3.936394000,0,1,0
3.941836500,0,0,0
3.947681000,1,0,0
3.953748000,1,0,1
3.974000500,0,0,1
3.980811000,0,1,1
3.985570500,1,1,1
4.008256500,0,1,1
4.016721500,1,1,1
4.029106500,0,1,1
4.036284500,1,1,1
4.047790000,0,1,1
4.054972000,1,1,1
4.067667000,0,1,1
4.075295000,1,1,1
4.084883500,1,1,0
4.089584500,0,1,0
4.093498000,0,0,0
4.097630000,1,0,0
4.101014500,1,0,1
4.113635500,0,0,1
4.117794000,0,1,1
4.122196000,1,1,1
4.139610500,1,0,1
4.140437500,0,0,1
4.145842500,1,0,1
4.150335000,0,0,1
4.153976000,0,1,1
4.158807500,1,1,1
4.171828500,0,1,1
4.181326500,1,1,1
4.202776000,0,1,1
4.212625000,1,1,1
4.234084500,0,1,1
4.244175500,1,1,1
4.260173500,1,1,0
4.266977000,0,1,0
4.272851000,0,0,0
4.277571500,1,0,0
4.284157500,1,0,1
4.303115500,0,0,1
4.309381000,0,1,1
4.314331500,1,1,1
4.336827000,0,1,1
4.345378000,1,1,1
4.358561500,0,1,1
4.365974000,1,1,1
4.378659500,0,1,1
4.386312000,1,1,1
4.402016000,0,1,1
4.411410000,1,1,1
4.428174500,1,1,0
4.435906000,0,1,0
4.441727500,0,0,0
4.446777500,1,0,0
4.453175000,1,0,1
4.472600000,0,0,1
4.479534500,0,1,1
4.483757000,1,1,1
4.506333500,0,1,1
4.510852000,1,1,1
4.514212000,0,1,1
4.520697000,1,1,1
4.528110000,0,1,1
4.534977000,1,1,1
4.548334500,0,1,1
4.556018000,1,1,1
4.571970000,0,1,1
4.581619000,1,1,1
4.598321000,1,1,0
4.606515000,0,1,0
4.611898000,0,0,0
4.617856000,1,0,0
4.623964000,1,0,1
4.643919500,0,0,1
4.650915500,0,1,1
4.655368000,1,1,1
4.677772000,0,1,1
4.686129000,1,1,1
4.698418000,0,1,1
4.705544500,1,1,1
4.716954500,0,1,1
4.724094500,1,1,1
4.736623000,0,1,1
4.744176000,1,1,1
4.753533500,1,1,0
4.758201000,0,1,0
4.761947500,0,0,0
4.766147000,1,0,0
4.769351000,1,0,1
4.781707000,0,0,1
4.785648000,0,1,1
4.790102500,1,1,1
4.806777000,1,0,1
4.807696000,0,0,1
4.812904000,1,0,1
4.817240000,0,0,1
4.820635000,0,1,1
4.825491000,1,1,1
4.838026500,0,1,1
4.847829500,1,1,1
4.869565500,0,1,1
4.879413500,1,1,1
4.901126500,0,1,1
4.911249000,1,1,1
4.927331500,1,1,0
4.934180000,0,1,0
4.940062000,0,0,0
4.944857500,1,0,0
4.951509000,1,0,1
4.970783500,0,0,1
4.977010000,0,1,1
4.982094500,1,1,1
5.004697000,0,1,1
5.013241000,1,1,1
5.026222500,0,1,1
5.033572000,1,1,1
5.045949500,0,1,1
5.053481000,1,1,1
5.068561000,0,1,1
5.077630000,1,1,1
5.094457000,1,1,0
5.101638000,0,1,0
5.107935000,0,0,0
5.112208000,1,0,0
5.119170000,1,0,1
5.138658500,0,0,1
5.145485000,0,1,1
5.149869000,1,1,1
5.172190500,0,1,1
5.176643500,1,1,1
5.179979500,0,1,1
5.186434500,1,1,1
5.193746500,0,1,1
5.200570000,1,1,1
5.213763500,0,1,1
5.221404000,1,1,1
5.237143500,0,1,1
5.246676000,1,1,1
5.263378000,1,1,0
5.271465000,0,1,0
5.276903500,0,0,0
5.282750000,1,0,0
5.288915500,1,0,1
5.308988000,0,0,1
5.315909500,0,1,1
5.320496500,1,1,1
5.342865500,0,1,1
5.351254000,1,1,1
5.363508000,0,1,1
5.370666500,1,1,1
5.382020000,0,1,1
5.389181500,1,1,1
5.401668500,0,1,1
5.409225000,1,1,1
5.418524000,1,1,0
5.423204500,0,1,0
5.426948000,0,0,0
5.431138500,1,0,0
5.434282000,1,0,1
5.446642000,0,0,1
5.450575500,0,1,1
5.455014000,1,1,1
5.471665000,1,0,1
5.472582500,0,0,1
5.477773000,1,0,1
5.482098500,0,0,1
5.485475500,0,1,1
5.490330500,1,1,1
5.502811500,0,1,1
5.512528500,1,1,1
5.534267000,0,1,1
5.544122500,1,1,1
5.565748500,0,1,1
5.575847000,1,1,1
5.591863500,1,1,0
5.598719500,0,1,0
5.604591000,0,0,0
5.609389000,1,0,0
5.616013500,1,0,1
5.635230500,0,0,1
5.641448500,0,1,1
5.646514000,1,1,1
5.668915000,0,1,1
5.677403000,1,1,1
5.690213500,0,1,1
5.697526000,1,1,1
5.709671000,0,1,1
5.717135500,1,1,1
5.731854000,0,1,1
5.740759000,1,1,1
5.757567000,1,1,0
5.764405000,0,1,0
5.770818500,0,0,0
5.774790000,1,0,0
5.781815000,1,0,1
5.801370000,0,0,1
5.807922000,0,1,1
5.812644000,1,1,1
5.835012500,0,1,1
5.839478500,1,1,1
5.842799500,0,1,1
5.849262000,1,1,1
5.856580000,0,1,1
5.863407500,1,1,1
5.876554000,0,1,1
5.884175500,1,1,1
5.899784000,0,1,1
5.909232000,1,1,1
5.925835000,1,1,0
5.933804000,0,1,0
5.939382000,0,0,0
5.944978500,1,0,0
5.951268500,1,0,1
5.971017500,0,0,1
5.978067500,0,1,1
5.982415000,1,1,1
6.004690500,0,1,1
6.013022000,1,1,1
6.025220000,0,1,1
6.032351500,1,1,1
6.043666500,0,1,1
6.050782500,1,1,1
6.063276000,0,1,1
6.070833500,1,1,1
6.080223000,1,1,0
6.084853000,0,1,0
6.088665500,0,0,0
6.092808000,1,0,0
6.096067500,1,0,1
6.108429500,0,0,1
6.112442000,0,1,1
6.116840000,1,1,1
6.133726000,1,0,1
6.134590500,0,0,1
6.139848500,1,0,1
6.144231500,0,0,1
6.147727000,0,1,1
6.152550000,1,1,1
6.165276500,0,1,1
6.174860000,1,1,1
6.196566500,0,1,1
6.206384000,1,1,1
6.227994000,0,1,1
6.238083000,1,1,1
6.254194500,1,1,0
6.261022000,0,1,0
6.266869500,0,0,0
6.271730000,1,0,0
6.278378000,1,0,1
6.297511500,0,0,1
6.303874000,0,1,1
6.308807500,1,1,1
6.331229500,0,1,1
6.339697500,1,1,1
6.352425500,0,1,1
6.359686500,1,1,1
6.371758000,0,1,1
6.379173500,1,1,1
6.393725000,0,1,1
6.402550500,1,1,1
6.419441500,1,1,0
6.426082500,0,1,0
6.432734500,0,0,0
6.436482000,1,0,0
6.443565000,1,0,1
6.463276000,0,0,1
6.469867500,0,1,1
6.474624000,1,1,1
6.497170500,0,1,1
6.501681500,1,1,1
6.505023500,0,1,1
6.511528500,1,1,1
6.518916000,0,1,1
6.525790500,1,1,1
6.539090500,0,1,1
6.546773500,1,1,1
6.562728000,0,1,1
6.572375500,1,1,1
6.589127500,1,1,0
6.597169000,0,1,0
6.602687500,0,0,0
6.608464500,1,0,0
6.614724500,1,0,1
6.634712500,0,0,1
6.641733500,0,1,1
6.646215500,1,1,1
6.668637500,0,1,1
6.677029500,1,1,1
6.689252500,0,1,1
6.696387500,1,1,1
6.707751000,0,1,1
6.714905000,1,1,1
6.727382500,0,1,1
6.734947000,1,1,1
6.744344000,1,1,0
6.749009500,0,1,0
6.752839500,0,0,0
6.756995000,1,0,0
6.760257000,1,0,1
6.772731500,0,0,1
6.776751500,0,1,1
6.781212500,1,1,1
6.798327500,1,0,1
6.799215500,0,0,1
6.804572000,1,0,1
6.809040000,0,0,1
6.812593000,0,1,1
6.817485000,1,1,1
6.830518500,0,1,1
6.840052500,1,1,1
6.861624500,0,1,1
6.871492500,1,1,1
6.893081500,0,1,1
6.903205000,1,1,1
6.919351000,1,1,0
6.926176500,0,1,0
6.932079000,0,0,0
6.936847500,1,0,0
6.943567000,1,0,1
6.962682500,0,0,1
6.969020000,0,1,1
6.973964500,1,1,1
6.996327000,0,1,1
7.004787500,1,1,1
7.017459000,0,1,1
7.024709000,1,1,1
7.036752000,0,1,1
7.044171500,1,1,1
7.058720500,0,1,1
7.067545500,1,1,1
7.084393500,1,1,0
7.091053000,0,1,0
7.097549500,0,0,0
7.101419000,1,0,0
7.108430000,1,0,1
7.128018000,0,0,1
7.134447500,0,1,1
7.139308500,1,1,1
7.161678000,0,1,1
7.166147000,1,1,1
7.169458500,0,1,1
7.175899000,1,1,1
7.183171500,0,1,1
7.189981500,1,1,1
7.203035500,0,1,1
7.210615000,1,1,1
7.226074500,0,1,1
7.235443000,1,1,1
7.252103500,1,1,0
7.259860000,0,1,0
7.265606500,0,0,0
7.270818500,1,0,0
7.277499500,1,0,1
7.296977000,0,0,1
7.304013500,0,1,1
7.308332000,1,1,1
7.330548000,0,1,1
7.338831500,1,1,1
7.351027500,0,1,1
7.358143000,1,1,1
7.369464000,0,1,1
7.376611500,1,1,1
7.389080500,0,1,1
7.396644000,1,1,1
7.405991500,1,1,0
7.410655000,0,1,0
7.414412500,0,0,0
7.418614000,1,0,0
7.421809000,1,0,1
7.434173500,0,0,1
7.438100500,0,1,1
7.442578500,1,1,1
7.459308000,1,0,1
7.460216500,0,0,1
7.465438000,1,0,1
7.469793500,0,0,1
7.473215500,0,1,1
7.478061500,1,1,1
7.490667500,0,1,1
7.500336000,1,1,1
7.521961000,0,1,1
7.531773000,1,1,1
7.553371500,0,1,1
7.563401000,1,1,1
7.579399500,1,1,0
7.586206500,0,1,0
7.592016000,0,0,0
7.596872000,1,0,0
7.603466500,1,0,1
7.622609500,0,0,1
7.628804000,0,1,1
7.633846500,1,1,1
7.656085000,0,1,1
7.664521500,1,1,1
7.677129500,0,1,1
7.684381500,1,1,1
7.696280000,0,1,1
7.703664500,1,1,1
7.717977000,0,1,1
7.726718000,1,1,1
7.743425000,1,1,0
7.750012500,0,1,0
7.756560500,0,0,0
7.760372000,1,0,0
7.767208000,1,0,1
7.787033000,0,0,1
7.793311500,0,1,1
7.798400000,1,1,1
7.820837000,0,1,1
7.825339500,1,1,1
7.828660500,0,1,1
7.835103000,1,1,1
7.842424000,0,1,1
7.849251000,1,1,1
7.862327500,0,1,1
7.869913500,1,1,1
7.885429000,0,1,1
7.894850000,1,1,1
7.905280000,1,1,1
